"Comp","In","Type","Date","Round","Match","Score","Tries","Points","Adv","Time","Adv"
"S12","AUS",NA,"Fri, 14 May 1999","12","Reds v Sharks","34-13","4:2","5-0","Brisbane",NA,"13+"
"S12","NZL",NA,"Fri, 14 May 1999","12","Blues v Brumbies","16-22","2:4","1-5","Auckland",NA,"-12"
"S12","NZL",NA,"Sun, 09 May 1999","11","Crusaders v Sharks","34-29","3:4","4-2","Christchurch",NA,"-12"
"S12","SAF",NA,"Sat, 08 May 1999","11","Stormers v Chiefs","16-9","1:0","4-1","Cape Town",NA,"-12"
"S12","SAF",NA,"Sat, 08 May 1999","11","Bulls v Blues","21-19","2:1","4-1","Witbank",NA,"-12"
"S12","AUS",NA,"Sat, 08 May 1999","11","Reds v Lions","22-12","3:2","4-0","Brisbane",NA,"-12"
"S12","NZL",NA,"Fri, 07 May 1999","11","Hurricanes v Waratahs","13-7","2:1","4-1","Napier",NA,"-12"
"S12","NZL",NA,"Fri, 30 Apr 1999","10","Chiefs v Sharks","32-19","4:3","5-0","Hamilton",NA,"13+"
"S12","NZL",NA,"Sun, 02 May 1999","10","Crusaders v Lions","58-38","7:5","5-1","Nelson",NA,"13+"
"S12","SAF",NA,"Sat, 01 May 1999","10","Stormers v Blues","37-23","4:2","5-0","Cape Town",NA,"13+"
"S12","AUS",NA,"Sat, 01 May 1999","10","Waratahs v Reds","13-30","1:2","0-4","Sydney",NA,"13+"
"S12","NZL",NA,"Sat, 01 May 1999","10","Highlanders v Brumbies","9-8","0:1","4-1","Dunedin",NA,"-12"
"S12","NZL",NA,"Sun, 25 Apr 1999","9","Hurricanes v Brumbies","13-21","1:2","0-4","Wellington",NA,"-12"
"S12","SAF",NA,"Sat, 24 Apr 1999","9","Bulls v Crusaders","28-30","4:3","2-4","Pretoria",NA,"-12"
"S12","NZL",NA,"Sat, 24 Apr 1999","9","Chiefs v Lions","44-42","7:5","5-2","Pukekohe",NA,"-12"
"S12","NZL",NA,"Sat, 24 Apr 1999","9","Blues v Sharks","6-12","0:0","1-4","Auckland",NA,"-12"
"S12","NZL",NA,"Fri, 23 Apr 1999","9","Highlanders v Waratahs","15-23","2:3","0-4","Dunedin",NA,"-12"
"S12","SAF",NA,"Sun, 18 Apr 1999","8","Stormers v Crusaders","28-19","3:1","4-0","Cape Town",NA,"-12"
"S12","SAF",NA,"Sat, 17 Apr 1999","8","Sharks v Bulls","29-0","3:0","4-0","Durban",NA,"13+"
"S12","AUS",NA,"Sat, 17 Apr 1999","8","Reds v Highlanders","19-20","1:2","1-4","Brisbane",NA,"-12"
"S12","AUS",NA,"Sat, 17 Apr 1999","8","Brumbies v Waratahs","27-16","3:2","4-0","Canberra",NA,"-12"
"S12","NZL",NA,"Sat, 17 Apr 1999","8","Blues v Lions","24-11","2:1","4-0","Auckland",NA,"13+"
"S12","NZL",NA,"Fri, 16 Apr 1999","8","Hurricanes v Chiefs","21-24","2:2","1-4","New Plymouth",NA,"-12"
"S12","SAF",NA,"Fri, 09 Apr 1999","7","Bulls v Reds","7-17","1:1","0-4","Brakpan",NA,"-12"
"S12","NZL",NA,"Fri, 09 Apr 1999","7","Highlanders v Crusaders","23-6","2:0","4-0","Dunedin",NA,"13+"
"S12","SAF",NA,"Sat, 10 Apr 1999","7","Stormers v Sharks","35-19","4:2","5-0","Cape Town",NA,"13+"
"S12","AUS",NA,"Sat, 10 Apr 1999","7","Brumbies v Chiefs","13-16","1:1","1-4","Canberra",NA,"-12"
"S12","NZL",NA,"Sat, 10 Apr 1999","7","Blues v Hurricanes","23-7","1:1","4-0","Auckland",NA,"13+"
"S12","SAF",NA,"Sat, 03 Apr 1999","6","Lions v Bulls","57-24","8:2","5-0","Johannesburg",NA,"13+"
"S12","SAF",NA,"Sat, 03 Apr 1999","6","Stormers v Reds","35-14","4:1","5-0","Cape Town",NA,"13+"
"S12","SAF",NA,"Sat, 03 Apr 1999","6","Sharks v Hurricanes","18-34","2:4","0-5","East London",NA,"13+"
"S12","AUS",NA,"Sat, 03 Apr 1999","6","Waratahs v Blues","20-21","1:2","1-4","Sydney",NA,"-12"
"S12","NZL",NA,"Sat, 03 Apr 1999","6","Chiefs v Highlanders","16-27","1:3","0-4","Rotorua",NA,"-12"
"S12","AUS",NA,"Fri, 02 Apr 1999","6","Brumbies v Crusaders","21-28","3:1","1-4","Canberra",NA,"-12"
"S12","SAF",NA,"Sat, 27 Mar 1999","5","Lions v Hurricanes","43-27","6:3","5-0","Bloemfontein",NA,"13+"
"S12","AUS",NA,"Sat, 27 Mar 1999","5","Brumbies v Bulls","73-9","10:0","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Sat, 27 Mar 1999","5","Crusaders v Reds","23-36","3:3","0-4","Christchurch",NA,"13+"
"S12","SAF",NA,"Fri, 26 Mar 1999","5","Sharks v Highlanders","32-8","4:1","5-0","Durban",NA,"13+"
"S12","AUS",NA,"Fri, 26 Mar 1999","5","Waratahs v Stormers","18-28","2:3","0-4","Sydney",NA,"-12"
"S12","NZL",NA,"Fri, 26 Mar 1999","5","Chiefs v Blues","18-29","2:2","0-4","Hamilton",NA,"-12"
"S12","SAF",NA,"Sat, 20 Mar 1999","4","Lions v Highlanders","28-29","3:2","1-4","Bloemfontein",NA,"-12"
"S12","AUS",NA,"Sat, 20 Mar 1999","4","Waratahs v Bulls","39-23","6:2","5-0","Sydney",NA,"13+"
"S12","NZL",NA,"Sat, 20 Mar 1999","4","Blues v Reds","12-12","0:0","2-2","Auckland",NA,"0"
"S12","AUS",NA,"Fri, 19 Mar 1999","4","Brumbies v Stormers","37-15","5:2","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 19 Mar 1999","4","Crusaders v Hurricanes","18-18","2:2","2-2","Christchurch",NA,"0"
"S12","SAF",NA,"Sat, 13 Mar 1999","3","Lions v Sharks","20-36","2:3","0-4","Johannesburg",NA,"13+"
"S12","AUS",NA,"Sat, 13 Mar 1999","3","Waratahs v Chiefs","36-30","5:3","5-1","Sydney",NA,"-12"
"S12","NZL",NA,"Sat, 13 Mar 1999","3","Hurricanes v Bulls","37-18","4:2","5-0","Palmerston North",NA,"13+"
"S12","AUS",NA,"Fri, 12 Mar 1999","3","Reds v Brumbies","19-18","1:2","4-1","Brisbane",NA,"-12"
"S12","NZL",NA,"Fri, 12 Mar 1999","3","Highlanders v Stormers","46-14","8:1","5-0","Dunedin",NA,"13+"
"S12","NZL",NA,"Sun, 07 Mar 1999","2","Hurricanes v Stormers","22-24","2:3","1-4","Wellington",NA,"-12"
"S12","SAF",NA,"Sat, 06 Mar 1999","2","Lions v Waratahs","10-39","1:5","0-5","Bloemfontein",NA,"13+"
"S12","NZL",NA,"Sat, 06 Mar 1999","2","Highlanders v Bulls","65-23","9:4","5-1","Dunedin",NA,"13+"
"S12","NZL",NA,"Sat, 06 Mar 1999","2","Chiefs v Reds","17-19","1:3","1-4","Hamilton",NA,"-12"
"S12","SAF",NA,"Fri, 05 Mar 1999","2","Sharks v Brumbies","21-16","2:1","4-1","Port Elizabeth",NA,"-12"
"S12","NZL",NA,"Fri, 05 Mar 1999","2","Blues v Crusaders","16-22","2:1","1-4","Auckland",NA,"-12"
"S12","SAF",NA,"Sat, 27 Feb 1999","1","Sharks v Waratahs","13-13","1:2","2-2","Durban",NA,"0"
"S12","SAF",NA,"Sat, 27 Feb 1999","1","Bulls v Stormers","19-42","1:3","0-4","Pretoria",NA,"13+"
"S12","AUS",NA,"Sat, 27 Feb 1999","1","Reds v Hurricanes","11-0","1:0","4-0","Brisbane",NA,"-12"
"S12","NZL",NA,"Sat, 27 Feb 1999","1","Highlanders v Blues","19-13","1:1","4-1","Dunedin",NA,"-12"
"S12","SAF",NA,"Fri, 26 Feb 1999","1","Lions v Brumbies","33-22","2:3","4-0","Johannesburg",NA,"-12"
"S12","NZL",NA,"Fri, 26 Feb 1999","1","Crusaders v Chiefs","48-3","5:0","5-0","Christchurch",NA,"13+"
"S12","AUS",NA,"Sat, 27 May 2000","Final","Brumbies v Crusaders","19-20","1:1","1-4","Canberra",NA,"-12"
"S12","AUS",NA,"Sat, 20 May 2000","Semi","Brumbies v Lions","28-5","3:1","4-0","Canberra",NA,"13+"
"S12","NZL",NA,"Sat, 20 May 2000","Semi","Crusaders v Highlanders","37-15","3:2","4-0","Christchurch",NA,"13+"
"S12","SAF",NA,"Sat, 13 May 2000","12","Lions v Chiefs","53-3","7:0","5-0","Bloemfontein",NA,"13+"
"S12","AUS",NA,"Sat, 13 May 2000","12","Reds v Blues","33-26","4:3","5-1","Brisbane",NA,"-12"
"S12","SAF",NA,"Fri, 12 May 2000","12","Sharks v Stormers","28-32","1:4","1-5","Durban",NA,"-12"
"S12","SAF",NA,"Fri, 12 May 2000","12","Bulls v Hurricanes","47-33","4:4","5-1","Pretoria",NA,"13+"
"S12","AUS",NA,"Fri, 12 May 2000","12","Waratahs v Highlanders","22-15","2:0","4-1","Sydney",NA,"-12"
"S12","NZL",NA,"Fri, 12 May 2000","12","Crusaders v Brumbies","12-17","0:2","1-4","Christchurch",NA,"-12"
"S12","SAF",NA,"Sun, 07 May 2000","11","Stormers v Hurricanes","43-23","4:2","5-0","Cape Town",NA,"13+"
"S12","SAF",NA,"Sat, 06 May 2000","11","Sharks v Chiefs","31-44","3:5","0-5","Durban",NA,"13+"
"S12","SAF",NA,"Sat, 06 May 2000","11","Bulls v Highlanders","40-42","3:5","1-5","Pretoria",NA,"-12"
"S12","AUS",NA,"Sat, 06 May 2000","11","Brumbies v Reds","38-32","4:2","5-1","Canberra",NA,"-12"
"S12","SAF",NA,"Fri, 05 May 2000","11","Lions v Blues","34-27","3:2","4-1","Johannesburg",NA,"-12"
"S12","NZL",NA,"Fri, 05 May 2000","11","Crusaders v Waratahs","22-13","4:1","5-0","Christchurch",NA,"-12"
"S12","SAF",NA,"Sun, 30 Apr 2000","10","Sharks v Blues","19-30","1:3","0-4","Durban",NA,"-12"
"S12","SAF",NA,"Sat, 29 Apr 2000","10","Lions v Reds","36-32","3:2","4-1","Bloemfontein",NA,"-12"
"S12","SAF",NA,"Sat, 29 Apr 2000","10","Stormers v Highlanders","27-13","3:1","4-0","Cape Town",NA,"13+"
"S12","AUS",NA,"Sat, 29 Apr 2000","10","Waratahs v Hurricanes","20-27","2:3","1-4","Sydney",NA,"-12"
"S12","NZL",NA,"Sat, 29 Apr 2000","10","Chiefs v Brumbies","17-45","1:6","0-5","Hamilton",NA,"13+"
"S12","NZL",NA,"Fri, 28 Apr 2000","10","Crusaders v Bulls","75-27","11:3","5-0","Christchurch",NA,"13+"
"S12","SAF",NA,"Sat, 22 Apr 2000","9","Lions v Crusaders","54-31","6:3","5-0","Johannesburg",NA,"13+"
"S12","SAF",NA,"Sat, 22 Apr 2000","9","Sharks v Reds","13-24","2:3","0-4","Durban",NA,"-12"
"S12","NZL",NA,"Sat, 22 Apr 2000","9","Blues v Bulls","54-11","8:1","5-0","Auckland",NA,"13+"
"S12","AUS",NA,"Fri, 21 Apr 2000","9","Brumbies v Hurricanes","47-28","4:3","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 21 Apr 2000","9","Highlanders v Chiefs","38-6","4:0","5-0","Dunedin",NA,"13+"
"S12","SAF",NA,"Sat, 15 Apr 2000","8","Sharks v Crusaders","24-32","3:4","0-5","Durban",NA,"-12"
"S12","AUS",NA,"Sat, 15 Apr 2000","8","Waratahs v Brumbies","30-25","2:3","4-1","Sydney",NA,"-12"
"S12","NZL",NA,"Sat, 15 Apr 2000","8","Chiefs v Bulls","40-7","4:1","5-0","Rotorua",NA,"13+"
"S12","AUS",NA,"Fri, 14 Apr 2000","8","Reds v Stormers","37-24","4:3","5-0","Brisbane",NA,"13+"
"S12","NZL",NA,"Fri, 14 Apr 2000","8","Blues v Highlanders","26-16","3:1","4-0","Auckland",NA,"-12"
"S12","NZL",NA,"Sun, 09 Apr 2000","7","Chiefs v Waratahs","30-37","4:4","2-5","Hamilton",NA,"-12"
"S12","SAF",NA,"Sat, 08 Apr 2000","7","Sharks v Lions","27-28","3:3","1-4","Durban",NA,"-12"
"S12","AUS",NA,"Sat, 08 Apr 2000","7","Reds v Bulls","34-15","4:2","5-0","Brisbane",NA,"13+"
"S12","NZL",NA,"Sat, 08 Apr 2000","7","Blues v Stormers","18-39","2:5","0-5","Auckland",NA,"13+"
"S12","AUS",NA,"Fri, 07 Apr 2000","7","Brumbies v Highlanders","34-15","4:0","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 07 Apr 2000","7","Hurricanes v Crusaders","28-22","4:2","5-1","Wellington",NA,"-12"
"S12","NZL",NA,"Fri, 31 Mar 2000","6","Hurricanes v Blues","14-25","1:3","0-4","Wellington",NA,"-12"
"S12","NZL",NA,"Sun, 02 Apr 2000","6","Chiefs v Stormers","25-28","3:3","1-4","Pukekohe",NA,"-12"
"S12","SAF",NA,"Sat, 01 Apr 2000","6","Bulls v Sharks","14-14","1:2","2-2","Pretoria",NA,"0"
"S12","AUS",NA,"Sat, 01 Apr 2000","6","Reds v Waratahs","31-16","3:1","4-0","Brisbane",NA,"13+"
"S12","AUS",NA,"Sat, 01 Apr 2000","6","Brumbies v Lions","64-0","9:0","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Sat, 01 Apr 2000","6","Crusaders v Highlanders","42-36","5:4","5-2","Christchurch",NA,"-12"
"S12","SAF",NA,"Sat, 25 Mar 2000","5","Bulls v Brumbies","19-28","1:3","0-4","Pretoria",NA,"-12"
"S12","AUS",NA,"Sat, 25 Mar 2000","5","Reds v Chiefs","37-17","4:3","5-0","Brisbane",NA,"13+"
"S12","NZL",NA,"Sat, 25 Mar 2000","5","Crusaders v Stormers","47-31","6:4","5-1","Nelson",NA,"13+"
"S12","NZL",NA,"Sat, 25 Mar 2000","5","Hurricanes v Lions","29-23","4:2","5-1","Palmerston North",NA,"-12"
"S12","NZL",NA,"Fri, 24 Mar 2000","5","Blues v Waratahs","31-17","4:2","5-0","Auckland",NA,"13+"
"S12","SAF",NA,"Sat, 18 Mar 2000","4","Stormers v Brumbies","15-29","0:4","0-5","Cape Town",NA,"13+"
"S12","AUS",NA,"Sat, 18 Mar 2000","4","Waratahs v Sharks","19-26","1:3","1-4","Sydney",NA,"-12"
"S12","AUS",NA,"Sat, 18 Mar 2000","4","Reds v Crusaders","19-27","1:3","0-4","Brisbane",NA,"-12"
"S12","NZL",NA,"Sat, 18 Mar 2000","4","Chiefs v Hurricanes","19-24","1:2","1-4","Hamilton",NA,"-12"
"S12","NZL",NA,"Fri, 17 Mar 2000","4","Highlanders v Lions","33-31","4:3","5-1","Dunedin",NA,"-12"
"S12","SAF",NA,"Sat, 11 Mar 2000","3","Stormers v Bulls","19-19","1:1","2-2","Cape Town",NA,"0"
"S12","AUS",NA,"Sat, 11 Mar 2000","3","Waratahs v Lions","51-16","6:1","5-0","Sydney",NA,"13+"
"S12","NZL",NA,"Sat, 11 Mar 2000","3","Highlanders v Hurricanes","35-19","4:3","5-0","Dunedin",NA,"13+"
"S12","AUS",NA,"Fri, 10 Mar 2000","3","Brumbies v Sharks","51-10","7:1","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 10 Mar 2000","3","Crusaders v Blues","32-20","3:3","4-0","Christchurch",NA,"-12"
"S12","NZL",NA,"Sun, 05 Mar 2000","2","Blues v Chiefs","25-32","4:4","2-5","North Harbour",NA,"-12"
"S12","SAF",NA,"Sat, 04 Mar 2000","2","Lions v Stormers","22-18","2:0","4-1","Johannesburg",NA,"-12"
"S12","SAF",NA,"Sat, 04 Mar 2000","2","Bulls v Waratahs","13-33","1:3","0-4","Pretoria",NA,"13+"
"S12","NZL",NA,"Sat, 04 Mar 2000","2","Hurricanes v Reds","43-25","6:3","5-0","New Plymouth",NA,"13+"
"S12","NZL",NA,"Fri, 03 Mar 2000","2","Highlanders v Sharks","27-20","3:3","4-1","Dunedin",NA,"-12"
"S12","NZL",NA,"Sun, 27 Feb 2000","1","Chiefs v Crusaders","24-27","2:2","1-4","Hamilton",NA,"-12"
"S12","SAF",NA,"Sat, 26 Feb 2000","1","Stormers v Waratahs","22-15","1:0","4-1","Cape Town",NA,"-12"
"S12","SAF",NA,"Sat, 26 Feb 2000","1","Bulls v Lions","19-23","1:2","1-4","Pretoria",NA,"-12"
"S12","NZL",NA,"Sat, 26 Feb 2000","1","Highlanders v Reds","50-13","6:1","5-0","Dunedin",NA,"13+"
"S12","AUS",NA,"Fri, 25 Feb 2000","1","Brumbies v Blues","15-18","2:2","1-4","Canberra",NA,"-12"
"S12","NZL",NA,"Fri, 25 Feb 2000","1","Hurricanes v Sharks","40-23","5:3","5-0","Wellington",NA,"13+"
"S12","AUS",NA,"Sat, 26 May 2001","Final","Brumbies v Sharks","36-6","3:0","4-0","Canberra",NA,"13+"
"S12","SAF",NA,"Sat, 19 May 2001","Semi","Sharks v Lions","30-12","5:0","5-0","Durban",NA,"13+"
"S12","AUS",NA,"Sat, 19 May 2001","Semi","Brumbies v Reds","30-6","3:0","4-0","Canberra",NA,"13+"
"S12","SAF",NA,"Sat, 12 May 2001","12","Stormers v Sharks","19-23","1:3","1-4","Cape Town",NA,"-12"
"S12","AUS",NA,"Sat, 12 May 2001","12","Waratahs v Reds","20-25","2:3","1-4","Sydney",NA,"-12"
"S12","NZL",NA,"Sat, 12 May 2001","12","Highlanders v Crusaders","26-21","2:2","4-1","Dunedin",NA,"-12"
"S12","SAF",NA,"Fri, 11 May 2001","12","Lions v Bulls","19-21","3:2","1-4","Johannesburg",NA,"-12"
"S12","AUS",NA,"Fri, 11 May 2001","12","Brumbies v Chiefs","49-6","6:0","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 11 May 2001","12","Blues v Hurricanes","36-17","4:1","5-0","Auckland",NA,"13+"
"S12","SAF",NA,"Sat, 05 May 2001","11","Bulls v Stormers","23-34","2:4","0-5","Pretoria",NA,"-12"
"S12","AUS",NA,"Sat, 05 May 2001","11","Waratahs v Crusaders","25-22","3:3","4-1","Sydney",NA,"-12"
"S12","AUS",NA,"Sat, 05 May 2001","11","Reds v Highlanders","33-22","3:3","4-0","Brisbane",NA,"-12"
"S12","NZL",NA,"Sat, 05 May 2001","11","Blues v Brumbies","7-35","1:4","0-5","Auckland",NA,"13+"
"S12","NZL",NA,"Fri, 04 May 2001","11","Hurricanes v Chiefs","27-51","4:5","1-5","Wellington",NA,"13+"
"S12","SAF",NA,"Sat, 28 Apr 2001","10","Bulls v Blues","28-25","3:1","4-1","Pretoria",NA,"-12"
"S12","AUS",NA,"Sat, 28 Apr 2001","10","Reds v Lions","22-16","1:1","4-1","Brisbane",NA,"-12"
"S12","NZL",NA,"Sat, 28 Apr 2001","10","Crusaders v Sharks","34-24","4:3","5-0","Christchurch",NA,"-12"
"S12","SAF",NA,"Fri, 27 Apr 2001","10","Stormers v Chiefs","29-15","4:2","5-0","Cape Town",NA,"13+"
"S12","NZL",NA,"Fri, 27 Apr 2001","10","Hurricanes v Waratahs","42-17","4:2","5-0","New Plymouth",NA,"13+"
"S12","AUS",NA,"Sun, 22 Apr 2001","9","Reds v Sharks","32-27","4:3","5-1","Brisbane",NA,"-12"
"S12","NZL",NA,"Sun, 22 Apr 2001","9","Crusaders v Lions","31-32","3:4","1-5","Nelson",NA,"-12"
"S12","SAF",NA,"Sat, 21 Apr 2001","9","Stormers v Blues","12-26","0:2","0-4","Cape Town",NA,"13+"
"S12","SAF",NA,"Sat, 21 Apr 2001","9","Bulls v Chiefs","37-49","5:6","1-5","Pretoria",NA,"-12"
"S12","NZL",NA,"Fri, 20 Apr 2001","9","Highlanders v Brumbies","16-9","1:0","4-1","Dunedin",NA,"-12"
"S12","SAF",NA,"Sat, 14 Apr 2001","8","Stormers v Crusaders","49-28","6:4","5-1","Cape Town",NA,"13+"
"S12","SAF",NA,"Sat, 14 Apr 2001","8","Bulls v Reds","19-29","1:4","0-5","Pretoria",NA,"-12"
"S12","NZL",NA,"Sat, 14 Apr 2001","8","Hurricanes v Highlanders","35-33","2:4","4-2","Napier",NA,"-12"
"S12","NZL",NA,"Sat, 14 Apr 2001","8","Chiefs v Sharks","8-24","1:4","0-5","Taupo",NA,"13+"
"S12","AUS",NA,"Fri, 13 Apr 2001","8","Brumbies v Waratahs","48-21","7:2","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 13 Apr 2001","8","Blues v Lions","23-26","2:2","1-4","Whangarei",NA,"-12"
"S12","SAF",NA,"Sun, 08 Apr 2001","7","Bulls v Crusaders","29-42","3:3","0-4","Pretoria",NA,"13+"
"S12","NZL",NA,"Sun, 08 Apr 2001","7","Chiefs v Lions","22-18","1:2","4-1","Tauranga",NA,"-12"
"S12","SAF",NA,"Sat, 07 Apr 2001","7","Stormers v Reds","29-27","2:4","4-2","George",NA,"-12"
"S12","NZL",NA,"Sat, 07 Apr 2001","7","Highlanders v Waratahs","39-20","5:2","5-0","Dunedin",NA,"13+"
"S12","NZL",NA,"Sat, 07 Apr 2001","7","Blues v Sharks","27-41","4:4","1-5","Auckland",NA,"13+"
"S12","NZL",NA,"Fri, 06 Apr 2001","7","Hurricanes v Brumbies","34-19","4:3","5-0","Wellington",NA,"13+"
"S12","AUS",NA,"Sat, 31 Mar 2001","6","Waratahs v Blues","35-19","2:3","4-0","Sydney",NA,"13+"
"S12","NZL",NA,"Sat, 31 Mar 2001","6","Crusaders v Hurricanes","29-41","2:5","0-5","Christchurch",NA,"-12"
"S12","SAF",NA,"Fri, 30 Mar 2001","6","Lions v Sharks","26-25","1:1","4-1","Bloemfontein",NA,"-12"
"S12","AUS",NA,"Fri, 30 Mar 2001","6","Reds v Brumbies","15-23","0:2","0-4","Brisbane",NA,"-12"
"S12","NZL",NA,"Fri, 30 Mar 2001","6","Chiefs v Highlanders","50-19","7:2","5-0","Rotorua",NA,"13+"
"S12","SAF",NA,"Sat, 24 Mar 2001","5","Sharks v Waratahs","42-17","5:2","5-0","Durban",NA,"13+"
"S12","AUS",NA,"Sat, 24 Mar 2001","5","Brumbies v Stormers","40-25","4:1","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Sat, 24 Mar 2001","5","Highlanders v Bulls","32-10","4:1","5-0","Dunedin",NA,"13+"
"S12","SAF",NA,"Fri, 23 Mar 2001","5","Lions v Hurricanes","18-15","0:0","4-1","Bloemfontein",NA,"-12"
"S12","NZL",NA,"Fri, 23 Mar 2001","5","Crusaders v Reds","32-26","3:2","4-1","Christchurch",NA,"-12"
"S12","NZL",NA,"Sun, 18 Mar 2001","4","Highlanders v Stormers","24-23","2:2","4-1","Dunedin",NA,"-12"
"S12","SAF",NA,"Sat, 17 Mar 2001","4","Lions v Waratahs","28-21","3:2","4-1","Johannesburg",NA,"-12"
"S12","SAF",NA,"Sat, 17 Mar 2001","4","Sharks v Hurricanes","39-21","4:3","5-0","Durban",NA,"13+"
"S12","AUS",NA,"Sat, 17 Mar 2001","4","Brumbies v Bulls","39-30","5:4","5-1","Canberra",NA,"-12"
"S12","NZL",NA,"Fri, 16 Mar 2001","4","Chiefs v Blues","34-16","4:1","5-0","Rotorua",NA,"13+"
"S12","NZL",NA,"Fri, 09 Mar 2001","3","Hurricanes v Stormers","15-27","2:3","0-4","Wellington",NA,"-12"
"S12","NZL",NA,"Sun, 11 Mar 2001","3","Blues v Reds","39-35","6:4","5-2","Albany",NA,"-12"
"S12","SAF",NA,"Sat, 10 Mar 2001","3","Lions v Brumbies","17-19","2:1","1-4","Johannesburg",NA,"-12"
"S12","SAF",NA,"Sat, 10 Mar 2001","3","Sharks v Highlanders","30-29","3:2","4-1","Durban",NA,"-12"
"S12","AUS",NA,"Sat, 10 Mar 2001","3","Waratahs v Bulls","53-7","7:1","5-0","Sydney",NA,"13+"
"S12","NZL",NA,"Sat, 10 Mar 2001","3","Crusaders v Chiefs","40-11","4:1","5-0","Christchurch",NA,"13+"
"S12","AUS",NA,"Sun, 04 Mar 2001","2","Waratahs v Stormers","35-7","4:1","5-0","Sydney",NA,"13+"
"S12","SAF",NA,"Sat, 03 Mar 2001","2","Lions v Highlanders","56-21","7:2","5-0","Johannesburg",NA,"13+"
"S12","SAF",NA,"Sat, 03 Mar 2001","2","Sharks v Brumbies","17-16","1:1","4-1","Durban",NA,"-12"
"S12","NZL",NA,"Sat, 03 Mar 2001","2","Hurricanes v Bulls","26-20","3:3","4-1","Wellington",NA,"-12"
"S12","NZL",NA,"Sat, 03 Mar 2001","2","Chiefs v Reds","32-29","2:2","4-1","Rotorua",NA,"-12"
"S12","NZL",NA,"Fri, 02 Mar 2001","2","Blues v Crusaders","17-12","2:0","4-1","Auckland",NA,"-12"
"S12","SAF",NA,"Sat, 24 Feb 2001","1","Stormers v Lions","24-29","2:2","1-4","Cape Town",NA,"-12"
"S12","AUS",NA,"Sat, 24 Feb 2001","1","Waratahs v Chiefs","42-23","5:2","5-0","Sydney",NA,"13+"
"S12","AUS",NA,"Sat, 24 Feb 2001","1","Reds v Hurricanes","27-18","2:2","4-0","Brisbane",NA,"-12"
"S12","SAF",NA,"Fri, 23 Feb 2001","1","Sharks v Bulls","30-17","3:1","4-0","Durban",NA,"13+"
"S12","AUS",NA,"Fri, 23 Feb 2001","1","Brumbies v Crusaders","51-16","6:1","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 23 Feb 2001","1","Highlanders v Blues","23-8","3:1","4-0","Dunedin",NA,"13+"
"S12","NZL",NA,"Sat, 25 May 2002","Final","Crusaders v Brumbies","31-13","3:1","4-0","Christchurch",NA,"13+"
"S12","AUS",NA,"Sat, 18 May 2002","Semi","Waratahs v Brumbies","10-51","1:6","0-5","Sydney",NA,"13+"
"S12","NZL",NA,"Sat, 18 May 2002","Semi","Crusaders v Highlanders","34-23","3:2","4-0","Christchurch",NA,"-12"
"S12","SAF",NA,"Sat, 11 May 2002","12","Stormers v Bulls","31-27","3:4","4-2","Cape Town",NA,"-12"
"S12","SAF",NA,"Sat, 11 May 2002","12","Sharks v Lions","38-11","5:1","5-0","Durban",NA,"13+"
"S12","NZL",NA,"Sat, 11 May 2002","12","Highlanders v Reds","40-26","4:2","5-0","Dunedin",NA,"13+"
"S12","NZL",NA,"Sat, 11 May 2002","12","Crusaders v Waratahs","96-19","14:3","5-0","Christchurch",NA,"13+"
"S12","AUS",NA,"Fri, 10 May 2002","12","Brumbies v Blues","46-25","5:3","5-0","Canberra",NA,"13+"
"S12","NZL",NA,"Fri, 10 May 2002","12","Chiefs v Hurricanes","44-20","6:3","5-0","Hamilton",NA,"13+"
"S12","AUS",NA,"Sun, 05 May 2002","11","Reds v Waratahs","31-24","3:2","4-1","Brisbane",NA,"-12"
"S12","SAF",NA,"Sat, 04 May 2002","11","Lions v Stormers","25-36","3:5","0-5","Johannesburg",NA,"-12"
"S12","SAF",NA,"Sat, 04 May 2002","11","Bulls v Sharks","10-23","1:2","0-4","Pretoria",NA,"13+"
"S12","NZL",NA,"Sat, 04 May 2002","11","Hurricanes v Crusaders","20-48","2:7","0-5","Wellington",NA,"13+"
"S12","NZL",NA,"Sat, 04 May 2002","11","Chiefs v Brumbies","15-42","2:6","0-5","Rotorua",NA,"13+"
"S12","NZL",NA,"Fri, 03 May 2002","11","Blues v Highlanders","13-20","1:1","1-4","Auckland",NA,"-12"
"S12","SAF",NA,"Sat, 27 Apr 2002","10","Sharks v Reds","29-30","3:2","1-4","Durban",NA,"-12"
"S12","AUS",NA,"Sat, 27 Apr 2002","10","Waratahs v Hurricanes","19-13","1:2","4-1","Sydney",NA,"-12"
"S12","NZL",NA,"Sat, 27 Apr 2002","10","Chiefs v Bulls","53-24","7:3","5-0","Hamilton",NA,"13+"
